x,y
162.26614,-80.9691
162.75935,-80.9691
163.25256,-80.9691
163.74577,-80.9691
164.23898,-80.9691
164.73219,-77.7691
165.2254,-80.9691
165.71861,-80.9691
166.21182,-80.9691
166.70503,-80.9691
167.19824,-80.9691
167.69145,-80.9691
168.18466,-80.9691
168.67787,-79.7691
169.17108,-75.7691
169.66429,-80.9691
170.1575,-80.9691
170.65071,-80.9691
171.14392,-79.7691
171.63713,-80.9691
172.13034,-80.9691
172.62355,-79.7691
173.11676,-80.9691
173.60997,-80.9691
174.10318,-80.9691
174.59639,-80.9691
175.0896,-79.7691
175.58281,-80.9691
176.07602,-79.7691
176.56923,-80.9691
177.06244,-80.9691
177.55565,-80.9691
178.04886,-80.9691
178.54207,-79.7691
179.03528,-80.9691
179.52849,-80.9691
180.0217,-80.9691
180.51491,-80.9691
181.00812,-80.9691
181.50133,-80.9691
181.99454,-80.9691
182.48775,-80.9691
182.98096,-80.9691
183.47417,-79.7691
183.96738,-80.9691
184.46059,-80.9691
184.9538,-80.9691
185.44701,-80.9691
185.94022,-80.9691
186.43343,-80.9691
186.92664,-80.9691
187.41985,-79.7691
187.91306,-80.9691
188.40627,-80.9691
188.89948,-80.9691
189.39269,-80.9691
189.8859,-79.7691
190.37911,-80.9691
190.87232,-80.9691
191.36553,-77.7691
191.85874,-79.7691
192.35195,-77.7691
192.84516,-80.9691
193.33837,-79.7691
193.83158,-80.9691
194.32479,-80.9691
194.818,-80.9691
195.31121,-80.9691
195.80442,-75.7691
196.29763,-76.9691
196.79084,-80.9691
197.28405,-80.9691
197.77726,-80.9691
198.27047,-77.7691
198.76368,-79.7691
199.25689,-79.7691
199.7501,-76.9691
200.24331,-76.9691
200.73652,-79.7691
201.22973,-79.7691
201.72294,-79.7691
202.21615,-80.9691
202.70936,-80.9691
203.20257,-76.9691
203.69578,-77.3691
204.18899,-80.9691
204.6822,-80.9691
205.17541,-80.9691
205.66862,-79.7691
206.16183,-80.9691
206.65504,-79.7691
207.14825,-79.7691
207.64146,-79.7691
208.13467,-79.7691
208.62788,-80.9691
209.12109,-80.9691
209.6143,-80.9691
210.10751,-79.7691
210.60072,-80.9691
211.09393,-77.3691
211.58714,-77.3691
212.08035,-79.7691
212.57356,-79.7691
213.06677,-79.7691
213.55998,-76.9691
214.05319,-80.9691
214.5464,-80.9691
215.03961,-80.9691
215.53282,-80.9691
216.02603,-80.9691
216.51924,-80.9691
217.01245,-79.7691
217.50566,-80.9691
217.99887,-79.7691
218.49208,-76.9691
218.98529,-79.7691
219.4785,-77.3691
219.97171,-77.3691
220.46492,-74.9691
220.95813,-80.9691
221.45134,-80.9691
221.94455,-80.9691
222.43776,-80.9691
222.93097,-80.9691
223.42418,-80.9691
223.91739,-76.9691
224.4106,-76.9691
224.90381,-80.9691
225.39702,-80.9691
225.89023,-80.9691
226.38344,-80.9691
226.87665,-77.7691
227.36986,-75.7691
227.86307,-80.9691
228.35628,-75.7691
228.84949,-75.7691
229.3427,-76.9691
229.83591,-75.7691
230.32912,-76.9691
230.82233,-75.7691
231.31554,-79.7691
231.80875,-80.9691
232.30196,-80.9691
232.79517,-80.9691
233.28838,-79.7691
233.78159,-80.9691
234.2748,-80.9691
234.76801,-80.9691
235.26122,-79.7691
235.75443,-80.9691
236.24764,-79.7691
236.74085,-79.7691
237.23406,-80.9691
237.72727,-79.7691
238.22048,-79.7691
238.71369,-80.9691
239.2069,-77.7691
239.70011,-77.7691
240.19332,-80.9691
240.68653,-80.9691
241.17974,-80.9691
241.67295,-80.9691
242.16616,-80.9691
242.65937,-75.7691
243.15258,-79.7691
243.64579,-80.9691
244.139,-79.7691
244.63221,-79.7691
245.12542,-79.7691
245.61863,-77.7691
246.11184,-80.9691
246.60505,-80.9691
247.09826,-80.9691
247.59147,-80.9691
248.08468,-80.9691
248.57789,-80.9691
249.0711,-79.7691
249.56431,-80.9691
250.05752,-80.9691
250.55073,-80.9691
251.04394,-80.9691
251.53715,-79.7691
252.03036,-79.7691
252.52357,-80.9691
253.01678,-76.9691
253.50999,-80.9691
254.0032,-80.9691
254.49641,-79.7691
254.98962,-79.7691
255.48283,-76.9691
255.97604,-77.7691
256.46925,-80.9691
256.96246,-79.7691
257.45567,-77.3691
257.94888,-77.7691
258.44209,-76.9691
258.9353,-75.7691
259.42851,-75.7691
259.92172,-75.7691
260.41493,-77.3691
260.90814,-76.9691
261.40135,-77.3691
261.89456,-79.7691
262.38777,-79.7691
262.88098,-76.9691
263.37419,-79.7691
263.8674,-79.7691
264.36061,-79.7691
264.85382,-76.9691
265.34703,-77.7691
265.84024,-79.7691
266.33345,-80.9691
266.82666,-76.9691
267.31987,-79.7691
267.81308,-76.9691
268.30629,-75.7691
268.7995,-75.7691
269.29271,-77.7691
269.78592,-76.9691
270.27913,-79.7691
270.77234,-79.7691
271.26555,-80.9691
271.75876,-77.3691
272.25197,-76.9691
272.74518,-80.9691
273.23839,-79.7691
273.7316,-75.7691
274.22481,-74.5691
274.71802,-77.7691
275.21123,-75.7691
275.70444,-72.9691
276.19765,-74.5691
276.69086,-79.7691
277.18407,-80.9691
277.67728,-79.7691
278.17049,-80.9691
278.6637,-80.9691
279.15691,-80.9691
279.65012,-74.9691
280.14333,-72.9691
280.63654,-74.5691
281.12975,-73.7691
281.62296,-75.7691
282.11617,-77.7691
282.60938,-77.3691
283.10259,-77.3691
283.5958,-76.9691
284.08901,-74.5691
284.58222,-73.7691
285.07543,-80.9691
285.56864,-77.3691
286.06185,-79.7691
286.55506,-77.7691
287.04827,-79.7691
287.54148,-79.7691
288.03469,-79.7691
288.5279,-79.7691
289.02111,-80.9691
289.51432,-79.7691
290.00753,-74.5691
290.50074,-77.3691
290.99395,-76.9691
291.48716,-75.7691
291.98037,-74.5691
292.47358,-76.9691
292.96679,-76.9691
293.46,-75.7691
293.95321,-76.9691
294.44642,-80.9691
294.93963,-80.9691
295.43284,-80.9691
295.92605,-77.3691
296.41926,-76.9691
296.91247,-79.7691
297.40568,-76.9691
297.89889,-76.9691
298.3921,-74.9691
298.88531,-74.5691
299.37852,-77.3691
299.87173,-77.3691
300.36494,-74.9691
300.85815,-74.9691
301.35136,-77.3691
301.84457,-79.7691
302.33778,-76.9691
302.83099,-76.9691
303.3242,-74.9691
303.81741,-74.9691
304.31062,-74.9691
304.80383,-74.9691
305.29704,-77.3691
305.79025,-80.9691
306.28346,-80.9691
306.77667,-79.7691
307.26988,-77.3691
307.76309,-77.3691
308.2563,-76.9691
308.74951,-77.3691
309.24272,-76.9691
309.73593,-76.9691
310.22914,-73.7691
310.72235,-76.9691
311.21556,-77.7691
311.70877,-79.7691
312.20198,-76.9691
312.69519,-74.9691
313.1884,-77.3691
313.68161,-79.7691
314.17482,-77.3691
314.66803,-74.9691
315.16124,-72.9691
315.65445,-74.5691
316.14766,-74.5691
316.64087,-75.7691
317.13408,-77.3691
317.62729,-74.5691
318.1205,-76.9691
318.61371,-75.7691
319.10692,-74.5691
319.60013,-76.9691
320.09334,-77.3691
320.58655,-76.9691
321.07976,-76.9691
321.57297,-77.3691
322.06618,-77.3691
322.55939,-74.5691
323.0526,-72.1691
323.54581,-70.9691
324.03902,-72.9691
324.53223,-72.9691
325.02544,-72.9691
325.51865,-76.9691
326.01186,-77.3691
326.50507,-77.3691
326.99828,-77.3691
327.49149,-74.5691
327.9847,-72.9691
328.47791,-74.5691
328.97112,-73.7691
329.46433,-72.9691
329.95754,-72.9691
330.45075,-74.5691
330.94396,-75.7691
331.43717,-76.9691
331.93038,-76.9691
332.42359,-76.9691
332.9168,-80.9691
333.41001,-80.9691
333.90322,-76.9691
334.39643,-80.9691
334.88964,-79.7691
335.38285,-77.3691
335.87606,-76.9691
336.36927,-79.7691
336.86248,-77.3691
337.35569,-74.9691
337.8489,-77.3691
338.34211,-76.9691
338.83532,-75.7691
339.32853,-75.7691
339.82174,-74.9691
340.31495,-77.3691
340.80816,-75.7691
341.30137,-74.5691
341.79458,-76.9691
342.28779,-76.9691
342.781,-77.3691
343.27421,-76.9691
343.76742,-76.9691
344.26063,-74.5691
344.75384,-74.5691
345.24705,-76.9691
345.74026,-76.9691
346.23347,-76.9691
346.72668,-76.9691
347.21989,-74.5691
347.7131,-74.5691
348.20631,-76.9691
348.69952,-77.3691
349.19273,-74.9691
349.68594,-74.9691
350.17915,-72.9691
350.67236,-74.5691
351.16557,-76.9691
351.65878,-74.5691
352.15199,-74.5691
352.6452,-73.7691
353.13841,-71.7691
353.63162,-75.7691
354.12483,-77.7691
354.61804,-79.7691
355.11125,-76.9691
355.60446,-73.7691
356.09767,-72.9691
356.59088,-73.7691
357.08409,-74.5691
357.5773,-72.9691
358.07051,-70.9691
358.56372,-71.7691
359.05693,-73.7691
359.55014,-77.3691
360.04335,-76.9691
360.53656,-72.1691
361.02977,-72.1691
361.52298,-76.9691
362.01619,-77.3691
362.5094,-76.9691
363.00261,-75.7691
363.49582,-75.7691
363.98903,-71.7691
364.48224,-70.9691
364.97545,-70.5691
365.46866,-70.9691
365.96187,-72.1691
366.45508,-70.5691
366.94829,-70.5691
367.4415,-72.1691
367.93471,-75.7691
368.42792,-72.9691
368.92113,-73.7691
369.41434,-73.7691
369.90755,-71.7691
370.40076,-72.9691
370.89397,-72.9691
371.38718,-70.9691
371.88039,-69.7691
372.3736,-70.9691
372.86681,-71.7691
373.36002,-73.7691
373.85323,-75.7691
374.34644,-73.7691
374.83965,-70.5691
375.33286,-72.9691
375.82607,-77.7691
376.31928,-75.7691
376.81249,-74.5691
377.3057,-71.7691
377.79891,-71.7691
378.29212,-72.1691
378.78533,-72.9691
379.27854,-73.7691
379.77175,-72.9691
380.26496,-71.7691
380.75817,-69.7691
381.25138,-71.7691
381.74459,-74.5691
382.2378,-74.5691
382.73101,-70.5691
383.22422,-70.9691
383.71743,-71.7691
384.21064,-70.5691
384.70385,-72.9691
385.19706,-74.5691
385.69027,-72.9691
386.18348,-71.7691
386.67669,-71.7691
387.1699,-72.9691
387.66311,-74.5691
388.15632,-72.9691
388.64953,-72.9691
389.14274,-72.9691
389.63595,-73.7691
390.12916,-73.7691
390.62237,-71.3691
391.11558,-70.9691
391.60879,-70.5691
392.102,-72.9691
392.59521,-72.9691
393.08842,-75.7691
393.58163,-73.7691
394.07484,-72.1691
394.56805,-74.5691
395.06126,-74.5691
395.55447,-74.5691
396.04768,-74.5691
396.54089,-74.5691
397.0341,-73.7691
397.52731,-72.1691
398.02052,-73.7691
398.51373,-72.9691
399.00694,-70.5691
399.50015,-69.7691
399.99336,-70.9691
400.48657,-70.9691
400.97978,-68.9691
401.47299,-68.1691
401.9662,-68.9691
402.45941,-72.1691
402.95262,-70.9691
403.44583,-69.3691
403.93904,-68.1691
404.43225,-68.5691
404.92546,-69.7691
405.41867,-69.3691
405.91188,-69.3691
406.40509,-69.7691
406.8983,-70.9691
407.39151,-71.7691
407.88472,-72.9691
408.37793,-72.9691
408.87114,-72.9691
409.36435,-71.7691
409.85756,-71.7691
410.35077,-72.9691
410.84398,-69.7691
411.33719,-70.9691
411.8304,-72.9691
412.32361,-73.7691
412.81682,-72.1691
413.31003,-70.9691
413.80324,-71.3691
414.29645,-72.1691
414.78966,-72.9691
415.28287,-72.1691
415.77608,-70.5691
416.26929,-70.5691
416.7625,-69.3691
417.25571,-67.7691
417.74892,-67.7691
418.24213,-68.1691
418.73534,-68.5691
419.22855,-68.1691
419.72176,-67.7691
420.21497,-68.1691
420.70818,-69.7691
421.20139,-69.7691
421.6946,-69.3691
422.18781,-68.1691
422.68102,-68.1691
423.17423,-68.9691
423.66744,-67.3691
424.16065,-67.3691
424.65386,-68.1691
425.14707,-68.9691
425.64028,-68.9691
426.13349,-68.9691
426.6267,-68.5691
427.11991,-67.7691
427.61312,-67.7691
428.10633,-67.3691
428.59954,-66.5691
429.09275,-66.9691
429.58596,-67.3691
430.07917,-68.1691
430.57238,-68.1691
431.06559,-68.1691
431.5588,-68.9691
432.05201,-68.9691
432.54522,-67.7691
433.03843,-66.9691
433.53164,-66.5691
434.02485,-66.1691
434.51806,-67.3691
435.01127,-67.3691
435.50448,-66.9691
435.99769,-66.9691
436.4909,-66.9691
436.98411,-66.9691
437.47732,-66.5691
437.97053,-66.1691
438.46374,-66.1691
438.95695,-66.1691
439.45016,-66.1691
439.94337,-64.5691
440.43658,-65.7691
440.92979,-65.7691
441.423,-66.1691
441.91621,-65.7691
442.40942,-65.7691
442.90263,-64.9691
443.39584,-64.1691
443.88905,-65.3691
444.38226,-66.1691
444.87547,-65.7691
445.36868,-64.5691
445.86189,-65.7691
446.3551,-66.1691
446.84831,-65.3691
447.34152,-65.3691
447.83473,-66.1691
448.32794,-65.7691
448.82115,-65.3691
449.31436,-65.7691
449.80757,-65.3691
450.30078,-64.9691
450.79399,-63.7691
451.2872,-63.3691
451.78041,-62.5691
452.27362,-63.3691
452.76683,-63.3691
453.26004,-62.9691
453.75325,-62.9691
454.24646,-63.3691
454.73967,-63.3691
455.23288,-63.7691
455.72609,-62.9691
456.2193,-62.5691
456.71251,-62.5691
457.20572,-62.1691
457.69893,-61.3691
458.19214,-61.3691
458.68535,-61.3691
459.17856,-61.3691
459.67177,-59.7691
460.16498,-57.7691
460.65819,-59.7691
461.1514,-60.5691
461.64461,-59.3691
462.13782,-59.7691
462.63103,-59.7691
463.12424,-58.5691
463.61745,-58.1691
464.11066,-58.1691
464.60387,-58.9691
465.09708,-58.5691
465.59029,-58.1691
466.0835,-58.1691
466.57671,-58.5691
467.06992,-58.9691
467.56313,-59.3691
468.05634,-58.9691
468.54955,-59.3691
469.04276,-59.3691
469.53597,-59.3691
470.02918,-59.3691
470.52239,-58.5691
471.0156,-58.9691
471.50881,-58.1691
472.00202,-57.7691
472.49523,-57.7691
472.98844,-56.5691
473.48165,-56.1691
473.97486,-55.3691
474.46807,-54.5691
474.96128,-53.7691
475.45449,-53.3691
475.9477,-52.5691
476.44091,-52.1691
476.93412,-51.7691
477.42733,-51.3691
477.92054,-50.5691
478.41375,-49.7691
478.90696,-49.3691
479.40017,-48.1691
479.89338,-47.7691
480.38659,-46.5691
480.8798,-45.7691
481.37301,-44.9691
481.86622,-43.7691
482.35943,-42.1691
482.85264,-40.9691
483.34585,-39.3691
483.83906,-38.1691
484.33227,-36.9691
484.82548,-36.5691
485.31869,-35.7691
485.8119,-34.9691
486.30511,-34.9691
486.79832,-34.5691
487.29153,-34.5691
487.78474,-34.9691
488.27795,-35.7691
488.77116,-37.7691
489.26437,-39.3691
489.75758,-40.9691
490.25079,-41.3691
490.744,-41.7691
491.23721,-42.1691
491.73042,-42.9691
492.22363,-43.3691
492.71684,-43.7691
493.21005,-43.7691
493.70326,-43.7691
494.19647,-43.7691
494.68968,-44.1691
495.18289,-44.5691
495.6761,-44.5691
496.16931,-44.9691
496.66252,-45.3691
497.15573,-45.7691
497.64894,-46.1691
498.14215,-46.5691
498.63536,-46.9691
499.12857,-46.9691
499.62178,-47.3691
500.11499,-47.3691
500.6082,-47.7691
501.10141,-47.7691
501.59462,-47.7691
502.08783,-47.7691
502.58104,-48.1691
503.07425,-48.1691
503.56746,-48.1691
504.06067,-48.1691
504.55388,-48.1691
