Time1,Volts1,Volts2,Volts12,Time2,Volts22
-8.20E-04,0,8.00E-01,5.5999999,7.21E-04,11.1999998
-8.19E-04,0,8.00E-01,5.80000019,7.22E-04,11.1999998
-8.18E-04,0,8.00E-01,5.5999999,7.23E-04,11.1999998
-8.17E-04,0,8.00E-01,5.5999999,7.24E-04,11.1999998
-8.16E-04,0,8.00E-01,5.80000019,7.25E-04,11.1999998
-8.15E-04,0,8.00E-01,5.80000019,7.26E-04,11.1999998
-8.14E-04,0,0,5.80000019,7.27E-04,11.1999998
-8.13E-04,0,8.00E-01,5.80000019,7.28E-04,11.1999998
-8.12E-04,0,0,6,7.29E-04,11.1999998
-8.11E-04,0,8.00E-01,5.80000019,7.30E-04,10.4000006
-8.10E-04,0,8.00E-01,6,7.31E-04,10.4000006
-8.09E-04,0,8.00E-01,5.80000019,7.32E-04,10.4000006
-8.08E-04,0,0,6,7.33E-04,11.1999998
-8.07E-04,0,8.00E-01,6,7.34E-04,10.4000006
-8.06E-04,2.00E-01,0,6,7.35E-04,10.4000006
-8.05E-04,0,8.00E-01,6,7.36E-04,10.4000006
-8.04E-04,0,0,5.80000019,7.37E-04,10.4000006
-8.03E-04,0,8.00E-01,6,7.38E-04,9.600000381
-8.02E-04,0,8.00E-01,6,7.39E-04,10.4000006
-8.01E-04,0,8.00E-01,6,7.40E-04,10.4000006
-8.00E-04,0,8.00E-01,6,7.41E-04,9.600000381
-7.99E-04,2.00E-01,8.00E-01,6,7.42E-04,10.4000006
-7.98E-04,2.00E-01,8.00E-01,6.20000029,7.43E-04,10.4000006
-7.97E-04,0,0,6.20000029,7.44E-04,9.600000381
-7.96E-04,0,8.00E-01,6.20000029,7.45E-04,9.600000381
-7.95E-04,0,8.00E-01,6.4000001,7.46E-04,9.600000381
-7.94E-04,0,8.00E-01,6.20000029,7.47E-04,9.600000381
-7.93E-04,0,8.00E-01,6.20000029,7.48E-04,9.600000381
-7.92E-04,0,0,6,7.49E-04,9.600000381
-7.91E-04,0,8.00E-01,6.20000029,7.50E-04,9.600000381
-7.90E-04,0,8.00E-01,6.4000001,7.51E-04,9.600000381
-7.89E-04,0,0,6.4000001,7.52E-04,9.600000381
-7.88E-04,0,8.00E-01,6.4000001,7.53E-04,8.800000191
-7.87E-04,0,0,6.4000001,7.54E-04,8.800000191
-7.86E-04,0,0,6.4000001,7.55E-04,8.800000191
-7.85E-04,0,0,6.4000001,7.56E-04,8.800000191
-7.84E-04,0,8.00E-01,6.4000001,7.57E-04,8.800000191
-7.83E-04,0,0,6.4000001,7.58E-04,8.800000191
-7.82E-04,0,8.00E-01,6.4000001,7.59E-04,8.800000191
-7.81E-04,0,0,6.4000001,7.60E-04,8.800000191
-7.80E-04,0,0,6.4000001,7.61E-04,8.800000191
-7.79E-04,0,8.00E-01,6.4000001,7.62E-04,8.800000191
-7.78E-04,0,8.00E-01,6.5999999,7.63E-04,8.800000191
-7.77E-04,0,8.00E-01,6.4000001,7.64E-04,8.800000191
-7.76E-04,0,8.00E-01,6.5999999,7.65E-04,8.800000191
-7.75E-04,0,8.00E-01,6.5999999,7.66E-04,8.800000191
-7.74E-04,0,8.00E-01,6.80000019,7.67E-04,8.800000191
-7.73E-04,0,8.00E-01,6.4000001,7.68E-04,8.800000191
-7.72E-04,0,8.00E-01,6.5999999,7.69E-04,8.800000191
-7.71E-04,0,0,6.5999999,7.70E-04,8
-7.70E-04,0,8.00E-01,6.5999999,7.71E-04,8.800000191
-7.69E-04,2.00E-01,8.00E-01,6.80000019,7.72E-04,8
-7.68E-04,0,0,6.5999999,7.73E-04,8
-7.67E-04,0,8.00E-01,6.4000001,7.74E-04,8
-7.66E-04,0,0,7,7.75E-04,8
-7.65E-04,0,8.00E-01,6.80000019,7.76E-04,8
-7.64E-04,0,8.00E-01,6.80000019,7.77E-04,8
-7.63E-04,0,8.00E-01,7,7.78E-04,8
-7.62E-04,0,0,6.80000019,7.79E-04,8
-7.61E-04,0,8.00E-01,6.80000019,7.80E-04,8
-7.60E-04,0,8.00E-01,6.80000019,7.81E-04,8
-7.59E-04,0,8.00E-01,6.80000019,7.82E-04,7.20000029
-7.58E-04,0,8.00E-01,6.80000019,7.83E-04,8
-7.57E-04,0,8.00E-01,7,7.84E-04,7.20000029
-7.56E-04,0,8.00E-01,7,7.85E-04,8
-7.55E-04,2.00E-01,8.00E-01,7.20000029,7.86E-04,8
-7.54E-04,2.00E-01,8.00E-01,7,7.87E-04,7.20000029
-7.53E-04,0,8.00E-01,7,7.88E-04,8
-7.52E-04,2.00E-01,8.00E-01,7,7.89E-04,7.20000029
-7.51E-04,0,8.00E-01,7,7.90E-04,7.20000029
-7.50E-04,2.00E-01,8.00E-01,7.20000029,7.91E-04,7.20000029
-7.49E-04,0,0,7,7.92E-04,7.20000029
-7.48E-04,0,8.00E-01,7,7.93E-04,7.20000029
-7.47E-04,2.00E-01,0,7.20000029,7.94E-04,6.4000001
-7.46E-04,0,8.00E-01,7.20000029,7.95E-04,7.20000029
-7.45E-04,0,8.00E-01,7.20000029,7.96E-04,7.20000029
-7.44E-04,0,0,7.20000029,7.97E-04,7.20000029
-7.43E-04,0,8.00E-01,7,7.98E-04,7.20000029
-7.42E-04,0,8.00E-01,7.20000029,7.99E-04,7.20000029
-7.41E-04,0,8.00E-01,7.20000029,8.00E-04,7.20000029
-7.40E-04,0,8.00E-01,7.20000029,8.01E-04,7.20000029
-7.39E-04,0,8.00E-01,7.20000029,8.02E-04,7.20000029
-7.38E-04,0,8.00E-01,7.400000095,8.03E-04,6.4000001
-7.37E-04,0,8.00E-01,7.20000029,8.04E-04,7.20000029
-7.36E-04,2.00E-01,8.00E-01,7.20000029,8.05E-04,6.4000001
-7.35E-04,0,8.00E-01,7.20000029,8.06E-04,6.4000001
-7.34E-04,2.00E-01,0,7.400000095,8.07E-04,6.4000001
-7.33E-04,2.00E-01,8.00E-01,7.400000095,8.08E-04,6.4000001
-7.32E-04,0,8.00E-01,7.400000095,8.09E-04,6.4000001
-7.31E-04,0,8.00E-01,7.400000095,8.10E-04,6.4000001
-7.30E-04,2.00E-01,0,7.400000095,8.11E-04,6.4000001
-7.29E-04,0,0,7.599999905,8.12E-04,5.5999999
-7.28E-04,0,0,7.400000095,8.13E-04,6.4000001
-7.27E-04,2.00E-01,8.00E-01,7.599999905,8.14E-04,6.4000001
-7.26E-04,0,8.00E-01,7.599999905,8.15E-04,6.4000001
-7.25E-04,2.00E-01,8.00E-01,7.400000095,8.16E-04,5.5999999
-7.24E-04,2.00E-01,8.00E-01,7.400000095,8.17E-04,5.5999999
-7.23E-04,0,8.00E-01,7.400000095,8.18E-04,6.4000001
-7.22E-04,0,8.00E-01,7.400000095,8.19E-04,6.4000001
-7.21E-04,2.00E-01,8.00E-01,7.800000191,8.20E-04,6.4000001
-7.20E-04,2.00E-01,8.00E-01,7.800000191,8.21E-04,5.5999999
-7.19E-04,0,8.00E-01,7.599999905,8.22E-04,6.4000001
-7.18E-04,2.00E-01,8.00E-01,7.599999905,8.23E-04,6.4000001
-7.17E-04,0,8.00E-01,7.800000191,8.24E-04,5.5999999
-7.16E-04,0,0,7.599999905,8.25E-04,5.5999999
-7.15E-04,0,8.00E-01,7.599999905,8.26E-04,5.5999999
-7.14E-04,0,0,8,8.27E-04,5.5999999
-7.13E-04,0,8.00E-01,8,8.28E-04,5.5999999
-7.12E-04,0,0,7.800000191,8.29E-04,5.5999999
-7.11E-04,0,8.00E-01,7.800000191,8.30E-04,5.5999999
-7.10E-04,0,8.00E-01,7.800000191,8.31E-04,5.5999999
-7.09E-04,0,0,7.800000191,8.32E-04,5.5999999
-7.08E-04,0,0,8,8.33E-04,5.5999999
-7.07E-04,0,0,7.800000191,8.34E-04,5.5999999
-7.06E-04,2.00E-01,8.00E-01,7.800000191,8.35E-04,5.5999999
-7.05E-04,2.00E-01,8.00E-01,8,8.36E-04,5.5999999
-7.04E-04,0,8.00E-01,8,8.37E-04,5.5999999
-7.03E-04,2.00E-01,8.00E-01,7.800000191,8.38E-04,5.5999999
-7.02E-04,0,8.00E-01,8,8.39E-04,5.5999999
-7.01E-04,0,0,8,8.40E-04,5.5999999
-7.00E-04,0,8.00E-01,8,8.41E-04,5.5999999
-6.99E-04,0,0,8,8.42E-04,5.5999999
-6.98E-04,0,8.00E-01,8.199999809,8.43E-04,5.5999999
-6.97E-04,2.00E-01,8.00E-01,8,8.44E-04,5.5999999
-6.96E-04,0,8.00E-01,8.199999809,8.45E-04,5.5999999
-6.95E-04,2.00E-01,8.00E-01,8,8.46E-04,4.80000019
-6.94E-04,2.00E-01,0,8,8.47E-04,4.80000019
-6.93E-04,0,8.00E-01,8.199999809,8.48E-04,4.80000019
-6.92E-04,0,8.00E-01,8,8.49E-04,4.80000019
-6.91E-04,0,0,8.199999809,8.50E-04,5.5999999
-6.90E-04,2.00E-01,8.00E-01,8.199999809,8.51E-04,4.80000019
-6.89E-04,2.00E-01,8.00E-01,8.199999809,8.52E-04,4.80000019
-6.88E-04,0,0,8.400000572,8.53E-04,4.80000019
-6.87E-04,0,8.00E-01,8.199999809,8.54E-04,4.80000019
-6.86E-04,0,0,8.199999809,8.55E-04,4.80000019
-6.85E-04,0,8.00E-01,8.199999809,8.56E-04,5.5999999
-6.84E-04,0,8.00E-01,8.199999809,8.57E-04,4.80000019
-6.83E-04,2.00E-01,8.00E-01,8.199999809,8.58E-04,4.80000019
-6.82E-04,0,8.00E-01,8.199999809,8.59E-04,4.80000019
-6.81E-04,0,8.00E-01,8.199999809,8.60E-04,4.80000019
-6.80E-04,2.00E-01,8.00E-01,8.199999809,8.61E-04,4.80000019
-6.79E-04,0,8.00E-01,8.199999809,8.62E-04,4.80000019
-6.78E-04,2.00E-01,0,8.199999809,8.63E-04,4.80000019
-6.77E-04,0,8.00E-01,8.199999809,8.64E-04,4.80000019
-6.76E-04,0,0,8.400000572,8.65E-04,4.80000019
-6.75E-04,0,0,8.400000572,8.66E-04,4.80000019
-6.74E-04,0,0,8.199999809,8.67E-04,4
-6.73E-04,0,8.00E-01,8.199999809,8.68E-04,4.80000019
-6.72E-04,0,8.00E-01,8.400000572,8.69E-04,4
-6.71E-04,0,8.00E-01,8.400000572,8.70E-04,4.80000019
-6.70E-04,0,8.00E-01,8.199999809,8.71E-04,4
-6.69E-04,0,8.00E-01,8.400000572,8.72E-04,4
-6.68E-04,0,8.00E-01,8.400000572,8.73E-04,4
-6.67E-04,2.00E-01,8.00E-01,8.600000381,8.74E-04,4
-6.66E-04,0,8.00E-01,8.600000381,8.75E-04,4
-6.65E-04,0,8.00E-01,8.400000572,8.76E-04,4
-6.64E-04,0,8.00E-01,8.600000381,8.77E-04,4.80000019
-6.63E-04,0,0,8.600000381,8.78E-04,4
-6.62E-04,0,8.00E-01,8.600000381,8.79E-04,4
-6.61E-04,0,8.00E-01,8.600000381,8.80E-04,4
-6.60E-04,2.00E-01,0,8.600000381,8.81E-04,4
-6.59E-04,2.00E-01,8.00E-01,8.600000381,8.82E-04,4
-6.58E-04,2.00E-01,0,8.600000381,8.83E-04,4
-6.57E-04,0,0,8.600000381,8.84E-04,4
-6.56E-04,0,8.00E-01,8.600000381,8.85E-04,4
-6.55E-04,0,8.00E-01,8.600000381,8.86E-04,4
-6.54E-04,0,8.00E-01,8.800000191,8.87E-04,4
-6.53E-04,0,8.00E-01,8.600000381,8.88E-04,3.20000005
-6.52E-04,0,8.00E-01,8.800000191,8.89E-04,4
-6.51E-04,0,8.00E-01,8.800000191,8.90E-04,3.20000005
-6.50E-04,0,0,8.800000191,8.91E-04,3.20000005
-6.49E-04,0,8.00E-01,8.600000381,8.92E-04,3.20000005
-6.48E-04,0,8.00E-01,8.600000381,8.93E-04,4
-6.47E-04,0,0,8.800000191,8.94E-04,4
-6.46E-04,0,8.00E-01,8.800000191,8.95E-04,4
-6.45E-04,2.00E-01,8.00E-01,8.800000191,8.96E-04,4
-6.44E-04,0,0,9,8.97E-04,4
-6.43E-04,0,8.00E-01,8.800000191,8.98E-04,4
-6.42E-04,0,8.00E-01,8.800000191,8.99E-04,4
-6.41E-04,0,0,8.800000191,9.00E-04,4
-6.40E-04,0,0,9,9.01E-04,3.20000005
-6.39E-04,0,0,9,9.02E-04,4
-6.38E-04,0,0,9,9.03E-04,3.20000005
-6.37E-04,0,8.00E-01,9,9.04E-04,3.20000005
-6.36E-04,0,8.00E-01,9,9.05E-04,3.20000005
-6.35E-04,2.00E-01,8.00E-01,9,9.06E-04,3.20000005
-6.34E-04,0,0,9,9.07E-04,3.20000005
-6.33E-04,0,0,9,9.08E-04,3.20000005
-6.32E-04,0,0,9,9.09E-04,3.20000005
-6.31E-04,2.00E-01,0,9,9.10E-04,3.20000005
-6.30E-04,0,0,8.800000191,9.11E-04,3.20000005
-6.29E-04,-2.00E-01,8.00E-01,9,9.12E-04,3.20000005
-6.28E-04,0,8.00E-01,8.800000191,9.13E-04,3.20000005
-6.27E-04,0,8.00E-01,9.199999809,9.14E-04,3.20000005
-6.26E-04,0,8.00E-01,9,9.15E-04,3.20000005
-6.25E-04,0,8.00E-01,8.800000191,9.16E-04,3.20000005
-6.24E-04,2.00E-01,0,9.199999809,9.17E-04,3.20000005
-6.23E-04,2.00E-01,8.00E-01,9.199999809,9.18E-04,3.20000005
-6.22E-04,0,0,9,9.19E-04,3.20000005
-6.21E-04,2.00E-01,8.00E-01,9.199999809,9.20E-04,3.20000005
-6.20E-04,0,0,9,9.21E-04,2.4000001
-6.19E-04,0,0,9,9.22E-04,3.20000005
-6.18E-04,0,0,9.199999809,9.23E-04,3.20000005
-6.17E-04,0,8.00E-01,9,9.24E-04,3.20000005
-6.16E-04,0,8.00E-01,9,9.25E-04,3.20000005
-6.15E-04,2.00E-01,0,9.199999809,9.26E-04,2.4000001
-6.14E-04,0,8.00E-01,9,9.27E-04,3.20000005
-6.13E-04,0,0,9.199999809,9.28E-04,3.20000005
-6.12E-04,0,0,9.199999809,9.29E-04,3.20000005
-6.11E-04,0,8.00E-01,9.400000572,9.30E-04,3.20000005
-6.10E-04,2.00E-01,8.00E-01,9.199999809,9.31E-04,3.20000005
-6.09E-04,0,8.00E-01,9.199999809,9.32E-04,3.20000005
-6.08E-04,0,8.00E-01,9.199999809,9.33E-04,3.20000005
-6.07E-04,2.00E-01,8.00E-01,9.199999809,9.34E-04,3.20000005
-6.06E-04,2.00E-01,8.00E-01,9.199999809,9.35E-04,2.4000001
-6.05E-04,0,8.00E-01,9.400000572,9.36E-04,2.4000001
-6.04E-04,0,8.00E-01,9.199999809,9.37E-04,2.4000001
-6.03E-04,0,8.00E-01,9.199999809,9.38E-04,2.4000001
-6.02E-04,0,0,9.199999809,9.39E-04,2.4000001
-6.01E-04,0,8.00E-01,9.400000572,9.40E-04,2.4000001
-6.00E-04,0,0,9.400000572,9.41E-04,3.20000005
-5.99E-04,2.00E-01,8.00E-01,9.199999809,9.42E-04,2.4000001
-5.98E-04,2.00E-01,8.00E-01,9.199999809,9.43E-04,2.4000001
-5.97E-04,0,8.00E-01,9.199999809,9.44E-04,2.4000001
-5.96E-04,0,8.00E-01,9.199999809,9.45E-04,2.4000001
-5.95E-04,0,8.00E-01,9.400000572,9.46E-04,3.20000005
-5.94E-04,0,8.00E-01,9.400000572,9.47E-04,2.4000001
-5.93E-04,0,8.00E-01,9.400000572,9.48E-04,2.4000001
-5.92E-04,2.00E-01,8.00E-01,9.400000572,9.49E-04,3.20000005
-5.91E-04,0,8.00E-01,9.400000572,9.50E-04,2.4000001
-5.90E-04,0,0,9.400000572,9.51E-04,2.4000001
-5.89E-04,0,8.00E-01,9.400000572,9.52E-04,2.4000001
-5.88E-04,0,0,9.199999809,9.53E-04,2.4000001
-5.87E-04,0,8.00E-01,9.600000381,9.54E-04,2.4000001
-5.86E-04,0,8.00E-01,9.400000572,9.55E-04,2.4000001
-5.85E-04,0,8.00E-01,9.400000572,9.56E-04,2.4000001
-5.84E-04,0,0,9.400000572,9.57E-04,2.4000001
-5.83E-04,0,8.00E-01,9.400000572,9.58E-04,2.4000001
-5.82E-04,0,0,9.400000572,9.59E-04,2.4000001
-5.81E-04,2.00E-01,0,,,
-5.80E-04,0,0,,,
-5.79E-04,2.00E-01,8.00E-01,,,
-5.78E-04,0,8.00E-01,,,
-5.77E-04,2.00E-01,8.00E-01,,,
-5.76E-04,2.00E-01,8.00E-01,,,
-5.75E-04,0,8.00E-01,,,
-5.74E-04,0,8.00E-01,,,
-5.73E-04,2.00E-01,8.00E-01,,,
-5.72E-04,0,8.00E-01,,,
-5.71E-04,0,8.00E-01,,,
-5.70E-04,2.00E-01,8.00E-01,,,
-5.69E-04,0,0,,,
-5.68E-04,0,0,,,
-5.67E-04,2.00E-01,0,,,
-5.66E-04,2.00E-01,8.00E-01,,,
-5.65E-04,0,8.00E-01,,,
-5.64E-04,0,0,,,
-5.63E-04,2.00E-01,8.00E-01,,,
-5.62E-04,0,8.00E-01,,,
-5.61E-04,0,8.00E-01,,,
-5.60E-04,0,8.00E-01,,,
-5.59E-04,0,8.00E-01,,,
-5.58E-04,0,0,,,
-5.57E-04,0,8.00E-01,,,
-5.56E-04,0,8.00E-01,,,
-5.55E-04,0,8.00E-01,,,
-5.54E-04,0,8.00E-01,,,
-5.53E-04,-2.00E-01,8.00E-01,,,
-5.52E-04,0,0,,,
-5.51E-04,0,8.00E-01,,,
-5.50E-04,0,8.00E-01,,,
-5.49E-04,0,0,,,
-5.48E-04,0,8.00E-01,,,
-5.47E-04,0,8.00E-01,,,
-5.46E-04,0,8.00E-01,,,
-5.45E-04,2.00E-01,0,,,
-5.44E-04,0,8.00E-01,,,
-5.43E-04,0,8.00E-01,,,
-5.42E-04,0,8.00E-01,,,
-5.41E-04,0,0,,,
-5.40E-04,2.00E-01,8.00E-01,,,
-5.39E-04,0,8.00E-01,,,
-5.38E-04,0,8.00E-01,,,
-5.37E-04,0,0,,,
-5.36E-04,0,8.00E-01,,,
-5.35E-04,0,8.00E-01,,,
-5.34E-04,2.00E-01,0,,,
-5.33E-04,0,8.00E-01,,,
-5.32E-04,2.00E-01,8.00E-01,,,
-5.31E-04,0,8.00E-01,,,
-5.30E-04,0,8.00E-01,,,
-5.29E-04,0,8.00E-01,,,
-5.28E-04,2.00E-01,8.00E-01,,,
-5.27E-04,0,0,,,
-5.26E-04,0,8.00E-01,,,
-5.25E-04,0,0,,,
-5.24E-04,2.00E-01,8.00E-01,,,
-5.23E-04,0,0,,,
-5.22E-04,0,8.00E-01,,,
-5.21E-04,0,8.00E-01,,,
-5.20E-04,2.00E-01,8.00E-01,,,
-5.19E-04,0,8.00E-01,,,
-5.18E-04,2.00E-01,0,,,
-5.17E-04,2.00E-01,8.00E-01,,,
-5.16E-04,0,8.00E-01,,,
-5.15E-04,0,0,,,
-5.14E-04,0,8.00E-01,,,
-5.13E-04,2.00E-01,8.00E-01,,,
-5.12E-04,2.00E-01,0,,,
-5.11E-04,0,0,,,
-5.10E-04,2.00E-01,0,,,
-5.09E-04,2.00E-01,0,,,
-5.08E-04,0,0,,,
-5.07E-04,0,8.00E-01,,,
-5.06E-04,0,8.00E-01,,,
-5.05E-04,0,8.00E-01,,,
-5.04E-04,0,8.00E-01,,,
-5.03E-04,0,8.00E-01,,,
-5.02E-04,0,8.00E-01,,,
-5.01E-04,0,8.00E-01,,,
-5.00E-04,0,8.00E-01,,,
-4.99E-04,0,8.00E-01,,,
-4.98E-04,0,8.00E-01,,,
-4.97E-04,2.00E-01,8.00E-01,,,
-4.96E-04,0,8.00E-01,,,
-4.95E-04,0,0,,,
-4.94E-04,0,0,,,
-4.93E-04,0,8.00E-01,,,
-4.92E-04,0,8.00E-01,,,
-4.91E-04,0,0,,,
-4.90E-04,0,0,,,
-4.89E-04,0,0,,,
-4.88E-04,0,0,,,
-4.87E-04,0,8.00E-01,,,
-4.86E-04,0,0,,,
-4.85E-04,0,8.00E-01,,,
-4.84E-04,2.00E-01,0,,,
-4.83E-04,0,0,,,
-4.82E-04,2.00E-01,8.00E-01,,,
-4.81E-04,0,0,,,
-4.80E-04,0,8.00E-01,,,
-4.79E-04,0,8.00E-01,,,
-4.78E-04,0,8.00E-01,,,
-4.77E-04,2.00E-01,0,,,
-4.76E-04,0,8.00E-01,,,
-4.75E-04,0,0,,,
-4.74E-04,0,0,,,
-4.73E-04,0,8.00E-01,,,
-4.72E-04,0,0,,,
-4.71E-04,0,8.00E-01,,,
-4.70E-04,0,8.00E-01,,,
-4.69E-04,0,0,,,
-4.68E-04,0,8.00E-01,,,
-4.67E-04,0,0,,,
-4.66E-04,0,8.00E-01,,,
-4.65E-04,0,8.00E-01,,,
-4.64E-04,0,8.00E-01,,,
-4.63E-04,2.00E-01,8.00E-01,,,
-4.62E-04,2.00E-01,8.00E-01,,,
-4.61E-04,0,8.00E-01,,,
-4.60E-04,0,8.00E-01,,,
-4.59E-04,0,8.00E-01,,,
-4.58E-04,0,8.00E-01,,,
-4.57E-04,0,0,,,
-4.56E-04,0,0,,,
-4.55E-04,0,8.00E-01,,,
-4.54E-04,0,0,,,
-4.53E-04,0,0,,,
-4.52E-04,0,0,,,
-4.51E-04,2.00E-01,0,,,
-4.50E-04,-2.00E-01,0,,,
-4.49E-04,0,0,,,
-4.48E-04,0,0,,,
-4.47E-04,0,0,,,
-4.46E-04,0,8.00E-01,,,
-4.45E-04,0,8.00E-01,,,
-4.44E-04,0,8.00E-01,,,
-4.43E-04,2.00E-01,8.00E-01,,,
-4.42E-04,0,8.00E-01,,,
-4.41E-04,0,8.00E-01,,,
-4.40E-04,0,8.00E-01,,,
-4.39E-04,0,8.00E-01,,,
-4.38E-04,0,8.00E-01,,,
-4.37E-04,0,0,,,
-4.36E-04,0,8.00E-01,,,
-4.35E-04,0,8.00E-01,,,
-4.34E-04,2.00E-01,8.00E-01,,,
-4.33E-04,0,0,,,
-4.32E-04,0,8.00E-01,,,
-4.31E-04,2.00E-01,0,,,
-4.30E-04,0,8.00E-01,,,
-4.29E-04,0,8.00E-01,,,
-4.28E-04,2.00E-01,8.00E-01,,,
-4.27E-04,0,8.00E-01,,,
-4.26E-04,2.00E-01,8.00E-01,,,
-4.25E-04,0,8.00E-01,,,
-4.24E-04,0,0,,,
-4.23E-04,0,8.00E-01,,,
-4.22E-04,0,8.00E-01,,,
-4.21E-04,2.00E-01,8.00E-01,,,
-4.20E-04,0,8.00E-01,,,
-4.19E-04,0,0,,,
-4.18E-04,0,0,,,
-4.17E-04,0,8.00E-01,,,
-4.16E-04,0,0,,,
-4.15E-04,2.00E-01,0,,,
-4.14E-04,0,8.00E-01,,,
-4.13E-04,0,8.00E-01,,,
-4.12E-04,0,8.00E-01,,,
-4.11E-04,0,0,,,
-4.10E-04,0,8.00E-01,,,
-4.09E-04,0,8.00E-01,,,
-4.08E-04,0,8.00E-01,,,
-4.07E-04,0,8.00E-01,,,
-4.06E-04,0,0,,,
-4.05E-04,2.00E-01,0,,,
-4.04E-04,2.00E-01,8.00E-01,,,
-4.03E-04,0,8.00E-01,,,
-4.02E-04,0,8.00E-01,,,
-4.01E-04,2.00E-01,0,,,
-4.00E-04,0,8.00E-01,,,
-3.99E-04,0,0,,,
-3.98E-04,0,0,,,
-3.97E-04,2.00E-01,0,,,
-3.96E-04,0,8.00E-01,,,
-3.95E-04,0,0,,,
-3.94E-04,0,8.00E-01,,,
-3.93E-04,0,0,,,
-3.92E-04,0,8.00E-01,,,
-3.91E-04,0,8.00E-01,,,
-3.90E-04,0,8.00E-01,,,
-3.89E-04,2.00E-01,8.00E-01,,,
-3.88E-04,0,8.00E-01,,,
-3.87E-04,0,8.00E-01,,,
-3.86E-04,0,8.00E-01,,,
-3.85E-04,0,8.00E-01,,,
-3.84E-04,0,8.00E-01,,,
-3.83E-04,2.00E-01,8.00E-01,,,
-3.82E-04,0,8.00E-01,,,
-3.81E-04,0,0,,,
-3.80E-04,0,8.00E-01,,,
-3.79E-04,0,0,,,
-3.78E-04,0,8.00E-01,,,
-3.77E-04,0,0,,,
-3.76E-04,0,8.00E-01,,,
-3.75E-04,0,8.00E-01,,,
-3.74E-04,2.00E-01,8.00E-01,,,
-3.73E-04,2.00E-01,8.00E-01,,,
-3.72E-04,2.00E-01,8.00E-01,,,
-3.71E-04,0,0,,,
-3.70E-04,2.00E-01,8.00E-01,,,
-3.69E-04,0,8.00E-01,,,
-3.68E-04,2.00E-01,8.00E-01,,,
-3.67E-04,0,8.00E-01,,,
-3.66E-04,0,8.00E-01,,,
-3.65E-04,0,8.00E-01,,,
-3.64E-04,0,8.00E-01,,,
-3.63E-04,0,8.00E-01,,,
-3.62E-04,0,8.00E-01,,,
-3.61E-04,2.00E-01,8.00E-01,,,
-3.60E-04,0,8.00E-01,,,
-3.59E-04,0,8.00E-01,,,
-3.58E-04,2.00E-01,8.00E-01,,,
-3.57E-04,0,8.00E-01,,,
-3.56E-04,0,0,,,
-3.55E-04,0,8.00E-01,,,
-3.54E-04,2.00E-01,8.00E-01,,,
-3.53E-04,0,8.00E-01,,,
-3.52E-04,0,8.00E-01,,,
-3.51E-04,0,8.00E-01,,,
-3.50E-04,0,8.00E-01,,,
-3.49E-04,0,8.00E-01,,,
-3.48E-04,0,8.00E-01,,,
-3.47E-04,0,8.00E-01,,,
-3.46E-04,2.00E-01,8.00E-01,,,
-3.45E-04,0,8.00E-01,,,
-3.44E-04,0,8.00E-01,,,
-3.43E-04,0,0,,,
-3.42E-04,0,8.00E-01,,,
-3.41E-04,0,8.00E-01,,,
-3.40E-04,0,0,,,
-3.39E-04,0,8.00E-01,,,
-3.38E-04,0,8.00E-01,,,
-3.37E-04,0,8.00E-01,,,
-3.36E-04,2.00E-01,8.00E-01,,,
-3.35E-04,0,8.00E-01,,,
-3.34E-04,0,0,,,
-3.33E-04,0,0,,,
-3.32E-04,0,8.00E-01,,,
-3.31E-04,0,0,,,
-3.30E-04,2.00E-01,8.00E-01,,,
-3.29E-04,0,8.00E-01,,,
-3.28E-04,0,8.00E-01,,,
-3.27E-04,0,0,,,
-3.26E-04,0,8.00E-01,,,
-3.25E-04,0,0,,,
-3.24E-04,0,8.00E-01,,,
-3.23E-04,0,0,,,
-3.22E-04,0,8.00E-01,,,
-3.21E-04,2.00E-01,0,,,
-3.20E-04,0,0,,,
-3.19E-04,0,8.00E-01,,,
-3.18E-04,0,8.00E-01,,,
-3.17E-04,0,8.00E-01,,,
-3.16E-04,2.00E-01,8.00E-01,,,
-3.15E-04,2.00E-01,0,,,
-3.14E-04,0,8.00E-01,,,
-3.13E-04,2.00E-01,8.00E-01,,,
-3.12E-04,0,8.00E-01,,,
-3.11E-04,0,8.00E-01,,,
-3.10E-04,0,8.00E-01,,,
-3.09E-04,0,0,,,
-3.08E-04,2.00E-01,0,,,
-3.07E-04,0,0,,,
-3.06E-04,0,8.00E-01,,,
-3.05E-04,0,8.00E-01,,,
-3.04E-04,0,0,,,
-3.03E-04,0,8.00E-01,,,
-3.02E-04,0,8.00E-01,,,
-3.01E-04,0,8.00E-01,,,
-3.00E-04,0,8.00E-01,,,
-2.99E-04,0,8.00E-01,,,
-2.98E-04,0,0,,,
-2.97E-04,0,8.00E-01,,,
-2.96E-04,0,8.00E-01,,,
-2.95E-04,0,8.00E-01,,,
-2.94E-04,0,8.00E-01,,,
-2.93E-04,0,8.00E-01,,,
-2.92E-04,0,8.00E-01,,,
-2.91E-04,0,8.00E-01,,,
-2.90E-04,0,8.00E-01,,,
-2.89E-04,0,8.00E-01,,,
-2.88E-04,2.00E-01,8.00E-01,,,
-2.87E-04,0,0,,,
-2.86E-04,0,0,,,
-2.85E-04,0,8.00E-01,,,
-2.84E-04,0,0,,,
-2.83E-04,0,0,,,
-2.82E-04,0,8.00E-01,,,
-2.81E-04,0,8.00E-01,,,
